79.707,25.707,8.75,2235.7,1,
76.1,25,8.75,2236.2,1,
31.9,25,8.75,2242.9,1,
28.293,25.707,8.75,2243.4,1,
29,22.1,8.75,2244,1,
29,0.031526,8.75,2247.3,0,
29,0.031526,28.75,2247.9,0,
-25,54.019,28.75,2250.2,0,
-25,54.019,8.75,2250.8,1,
-25,29,8.75,2254.5,1,
22.1,29,8.75,2261.6,1,
25.707,28.293,8.75,2262.1,1,
25,31.9,8.75,2262.7,1,
25,76.1,8.75,2269.3,1,
25.707,79.707,8.75,2269.9,1,
22.1,79,8.75,2270.4,1,
-22.1,79,8.75,2277.1,1,
-25.707,79.707,8.75,2277.6,1,
-25,76.1,8.75,2278.2,1,
-25,54.031,8.75,2281.5,1,
-25,54.019,8.75,2281.5,0,
-25,54.019,28.75,2282.1,0,
-25,-3.1608,28.75,2283.8,0,
-25,-3.1608,8.75,2284.4,1,
-25,-25,8.75,2287.7,1,
22.1,-25,8.75,2294.7,1,
25.707,-25.707,8.75,2295.3,1,
25,-22.1,8.75,2295.8,1,
25,25,8.75,2302.9,1,
-22.1,25,8.75,2310,1,
-25.707,25.707,8.75,2310.5,1,
-25,22.1,8.75,2311.1,1,
-25,0.029525,8.75,2314.4,1,
-25,-3.1608,8.75,2314.8,0,
-25,-3.1608,28.75,2315.4,0,
-25,-54,28.75,2317,0,
-25,-54,8.75,2317.6,1,
-25,-76.1,8.75,2320.9,1,
-25.707,-79.707,8.75,2321.4,1,
-22.1,-79,8.75,2322,1,
22.1,-79,8.75,2328.6,1,
25.707,-79.707,8.75,2329.2,1,
25,-76.1,8.75,2329.7,1,
25,-29,8.75,2336.8,1,
-22.1,-29,8.75,2343.9,1,
-25.707,-28.293,8.75,2344.4,1,
-25,-31.9,8.75,2345,1,
-25,-54,8.75,2348.3,0,
-25,-54,28.75,2348.9,0,
-83,0,28.75,2351.2,0,
-83,0,8.75,2351.8,1,
-83,-83,8.75,2364.3,1,
83,-83,8.75,2389.2,1,
83,83,8.75,2414.1,1,
-83,83,8.75,2439,1,
-83,0,8.75,2451.4,0,
-83,0,28.75,2452,0,
